claims|valeur|predicted
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Technical glitch on CNN web site revealed obituaries for several famous but not-yet-dead people.|True|False
Publix Calendar – Islamic New Year|Mixed|Mixed
Face the Camera|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Restroom hand dryers spread disease by blowing germs and bacteria around.|Mixed|Mixed
Wedding Dress Hung from Hotel Sprinkler|Mixed|Mixed
Missing Girl: Ashley Lewis|Mixed|Mixed
Binary Explosive|Mixed|Mixed
Executive Order Grants Immunities to INTERPOL|Mixed|Mixed
White House Crashers|Mixed|Mixed
A photograph shows a library parking facade lined with giant-sized representations of books.|True|False
Newspaper reporters fall for old funny name gags.|True|Mixed
Facebook has announced plans to start charging fees to users of the social network.|False|False
Jim Hill’s Letter to Barbara Boxer|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Etymology of Hoity-Toity|Mixed|Mixed
Ingestion of hand sanitizer by children can result in alcohol poisoning.|Mixed|Mixed
Bank of America Dropping FDIC Coverage?|Mixed|Mixed
Facebook Search Engine Indexing|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Sharpton Chides Tiger Woods|Mixed|Mixed
A photograph shows a holiday display depicting a homeowner trapped by a fallen ladder while installing Christmas decorations.|Mixed|Mixed
Warren Buffett proposed a constitutional amendment that seeks to require laws apply equally to U.S. citizens and members of Congress.|False|Mixed
House Cleaning|Mixed|Mixed
Robbers are flinging eggs at cars to impair drivers' vision and force them to stop.|Mixed|Mixed
Tom Daschle Pledge of Allegiance|Mixed|Mixed
An account describes Muslims' engaging in a "dry run" hijacking on AirTran Flight 297.|False|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Best Buy – Happy Eid al-Adha|Mixed|Mixed
Greyhound Park Closure|Mixed|Mixed
Red Robin Happy Burger-day Coupon|Mixed|Mixed
Baskets Under Cars at Deerbrook Mall|Mixed|Mixed
Hand Dryers Spread Disease|Mixed|Mixed
Nidal Hasan|Mixed|Mixed
Dr. Russell Blaylock: Vaccine May Be More Dangerous Than Swine Flu|Mixed|Mixed
Shoplifting Drops on May 1|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
1943 Guide to Hiring Women|Mixed|Mixed
Tagged|Mixed|Mixed
Honda ‘Middle East’ Commercial|Mixed|Mixed
Oprah Ten Percent Tip Advice|Mixed|Mixed
John Stossel Fired?|Mixed|Mixed
Drug users are disposing of their used needles by putting them into the coin return slots of public telephones, thereby infecting unsuspecting victims with hepatitis and HIV.|False|False
FOX News will soon be airing a revealing documentary about Barack Obama.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photograph shows representatives playing solitaire on their laptop computers during a legislative session.|True|True
Chinese Astrology and Flu Outbreaks|Mixed|Mixed
Albino Moose|Mixed|Mixed
Sony Ericsson Laptop Giveaway|Mixed|Mixed
AP Reports Obama as ‘Kenyan-Born’|Mixed|Mixed
FDIC: Notice of Bank Failure|Mixed|Mixed
A menacing dream prevents a woman from being killed in an accident.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The son of child care expert Dr. Benjamin Spock killed himself.|False|Mixed
Swine Flu Warning|Mixed|Mixed
Mayo Clinic Warns of Swine Flu Pandemic|Mixed|Mixed
New Orleans Swine Flu Cases|Mixed|Mixed
List offers useful tips for avoiding contracting the swine flu.|Mixed|Mixed
Mister Ed, the talking equine of television fame, was a horse.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Ben & Jerry’s – Hubby Hubby|Mixed|Mixed
Young women are inserting vodka-soaked tampons as a furtive way of getting drunk.|False|Mixed
Halloween Gang Initiation|Mixed|Mixed
Clyde Barrow’s Letter to Henry Ford|Mixed|Mixed
An atheist professor challenged God to keep a breakable object from shattering when he dropped it to the ground.|Mixed|Mixed
Onions placed in bowls around your home will fight off the flu virus.|False|False
Harvey Milk Day|Mixed|Mixed
The personalities of the dwarf characters in Disney's animated film version of Snow White and the Seven Dwarfs represent the seven stages of cocaine addiction.|False|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Clunker Math|Mixed|Mixed
Al Gore's residence uses considerably more energy than the average American home.|Mixed|Mixed
Erma Bombeck’s Regrets|Mixed|Mixed
Norman Thomas once said that America would eventually unknowingly adopt socialism "under the name of 'liberalism.'"|False|Mixed
Fortune Cookie Lottery Win|Mixed|Mixed
Pyrex brand glass bakeware is now manufactured from a different material and is more susceptible to breakage.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Swine Flu Advice|Mixed|Mixed
Cookie and Coco|Mixed|Mixed
Rambo Tackles Osama bin Laden|Mixed|Mixed
Obama Youth Brigade|Mixed|Mixed
Thomas Jefferson on Banks|Mixed|Mixed
Various superstitions associate rats with death.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Cash for Clunkers Incentives Are Taxable?|Mixed|Mixed
A test message slipped into a live mailing, resulting in prospective customers receiving letters that greeted them with the salutation "Dear Rich Bastard."|True|Mixed
Cuddle With Me Doll|Mixed|Mixed
The Hunger Site|Mixed|Mixed
The artificial butter flavoring used in microwave popcorn poses a danger of lung damage to ordinary consumers.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Red Bull Cocaine|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Some symptoms of a heart attack are subtle and can be mistaken for indigestion.|True|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Bozeman Town Hall Meeting|Mixed|Mixed
AriZona changed its "Southern Style Sweet Tea" label after consumers complained that it depicted offensive images.|True|False
The Sears website briefly offered a "body part roaster" grill for cooking babies.|True|Mixed
ObamaCare and Me – Dr. Zane Pollard|Mixed|Mixed
Cash for Clunkers|Mixed|Mixed
Euthanasia Counseling|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Puppy with Heart-Shaped Marking|Mixed|Mixed
Handgun Safety and Registration Act|Mixed|Mixed
Statistics demonstrate that "Islam will overwhelm Christendom unless Christians recognize the demographic realities and begin reproducing again."|Mixed|Mixed
New U.S. Constitutional Currency|Mixed|Mixed
President Obama at National Naval Hospital|Mixed|Mixed
Wendy’s Coupon|Mixed|Mixed
E-mailed list features Dave Barry's "16 Things It Took Me Over 50+ Years to Learn."|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Ben Stein – We’ve Figured Him Out|Mixed|Mixed
Obama to Sell B-2 Bomber Blueprints to China to Pay Off Debt|Mixed|Mixed
What a Great Idea – U.S. Presidency Outsourced to India|Mixed|Mixed
Barack Obama’s Parking Tickets|Mixed|Mixed
A new Facebook policy allows advertisers to use members' pictures without permission.|Mixed|Mixed
The ACLU sought to have a cross removed from the Mojave National Preserve in California.|True|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Applebee’s Gift Certificates|Mixed|Mixed
Missing Child: Victoria Stafford|Mixed|Mixed
Michael Jackson at 40|Mixed|Mixed
A video clip shows a 'Russia's Got Talent' contestant accidentally shooting his partner in the head with an arrow.|False|False
Barack Obama’s Passport|Mixed|Mixed
Tiger Woods Inaugural Speech|Mixed|Mixed
Ben Stein – How Can Someone Who Lives in Insane Luxury Be a Star in Today’s World?|Mixed|Mixed
Michelle Obama London Sightseeing|Mixed|Mixed
Sonia Sotomayor|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Obama Apologizes for Declaration of Independence|Mixed|Mixed
Who Is Barack Obama?|Mixed|False
Jordan Chandler admitted that he lied about having been sexually molested by Michael Jackson.|False|False
Smokey Is the Bandit|Mixed|False
FALSE: Barack Obama with Upside-Down Telephone|Mixed|Mixed
Barack Obama in Afghanistan|Mixed|Mixed
Air Force One|Mixed|Mixed
A list circulating online contains 50 false statements by President Barack Obama|Mixed|Mixed
