claims|valeur|predicted
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Restroom hand dryers spread disease by blowing germs and bacteria around.|Mixed|False
Wedding Dress Hung from Hotel Sprinkler|Mixed|Mixed
Missing Girl: Ashley Lewis|Mixed|Mixed
Binary Explosive|Mixed|False
Executive Order Grants Immunities to INTERPOL|Mixed|Mixed
White House Crashers|Mixed|False
A photograph shows a library parking facade lined with giant-sized representations of books.|True|True
Newspaper reporters fall for old funny name gags.|True|True
Facebook has announced plans to start charging fees to users of the social network.|False|Mixed
Jim Hill’s Letter to Barbara Boxer|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Etymology of Hoity-Toity|Mixed|True
Ingestion of hand sanitizer by children can result in alcohol poisoning.|Mixed|False
Bank of America Dropping FDIC Coverage?|Mixed|True
Facebook Search Engine Indexing|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Sharpton Chides Tiger Woods|Mixed|True
A photograph shows a holiday display depicting a homeowner trapped by a fallen ladder while installing Christmas decorations.|Mixed|True
Warren Buffett proposed a constitutional amendment that seeks to require laws apply equally to U.S. citizens and members of Congress.|False|Mixed
House Cleaning|Mixed|Mixed
Robbers are flinging eggs at cars to impair drivers' vision and force them to stop.|Mixed|Mixed
Tom Daschle Pledge of Allegiance|Mixed|Mixed
An account describes Muslims' engaging in a "dry run" hijacking on AirTran Flight 297.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Best Buy – Happy Eid al-Adha|Mixed|Mixed
Greyhound Park Closure|Mixed|True
Red Robin Happy Burger-day Coupon|Mixed|Mixed
Baskets Under Cars at Deerbrook Mall|Mixed|Mixed
Hand Dryers Spread Disease|Mixed|Mixed
Nidal Hasan|Mixed|Mixed
Dr. Russell Blaylock: Vaccine May Be More Dangerous Than Swine Flu|Mixed|False
Shoplifting Drops on May 1|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
1943 Guide to Hiring Women|Mixed|Mixed
Tagged|Mixed|Mixed
Honda ‘Middle East’ Commercial|Mixed|True
Oprah Ten Percent Tip Advice|Mixed|True
John Stossel Fired?|Mixed|False
Drug users are disposing of their used needles by putting them into the coin return slots of public telephones, thereby infecting unsuspecting victims with hepatitis and HIV.|False|True
FOX News will soon be airing a revealing documentary about Barack Obama.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Photograph shows representatives playing solitaire on their laptop computers during a legislative session.|True|True
Chinese Astrology and Flu Outbreaks|Mixed|False
Albino Moose|Mixed|True
Sony Ericsson Laptop Giveaway|Mixed|True
AP Reports Obama as ‘Kenyan-Born’|Mixed|Mixed
FDIC: Notice of Bank Failure|Mixed|True
A menacing dream prevents a woman from being killed in an accident.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
The son of child care expert Dr. Benjamin Spock killed himself.|False|Mixed
Swine Flu Warning|Mixed|False
Mayo Clinic Warns of Swine Flu Pandemic|Mixed|False
New Orleans Swine Flu Cases|Mixed|False
List offers useful tips for avoiding contracting the swine flu.|Mixed|False
Mister Ed, the talking equine of television fame, was a horse.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Ben & Jerry’s – Hubby Hubby|Mixed|False
Young women are inserting vodka-soaked tampons as a furtive way of getting drunk.|False|Mixed
Halloween Gang Initiation|Mixed|True
Clyde Barrow’s Letter to Henry Ford|Mixed|False
An atheist professor challenged God to keep a breakable object from shattering when he dropped it to the ground.|Mixed|True
Onions placed in bowls around your home will fight off the flu virus.|False|False
Harvey Milk Day|Mixed|True
The personalities of the dwarf characters in Disney's animated film version of Snow White and the Seven Dwarfs represent the seven stages of cocaine addiction.|False|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Clunker Math|Mixed|True
Al Gore's residence uses considerably more energy than the average American home.|Mixed|False
Erma Bombeck’s Regrets|Mixed|True
Norman Thomas once said that America would eventually unknowingly adopt socialism "under the name of 'liberalism.'"|False|True
Fortune Cookie Lottery Win|Mixed|True
Pyrex brand glass bakeware is now manufactured from a different material and is more susceptible to breakage.|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Swine Flu Advice|Mixed|False
Cookie and Coco|Mixed|True
Rambo Tackles Osama bin Laden|Mixed|False
Obama Youth Brigade|Mixed|Mixed
Thomas Jefferson on Banks|Mixed|False
Various superstitions associate rats with death.|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Cash for Clunkers Incentives Are Taxable?|Mixed|False
A test message slipped into a live mailing, resulting in prospective customers receiving letters that greeted them with the salutation "Dear Rich Bastard."|True|True
Cuddle With Me Doll|Mixed|Mixed
The Hunger Site|Mixed|True
The artificial butter flavoring used in microwave popcorn poses a danger of lung damage to ordinary consumers.|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Red Bull Cocaine|Mixed|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Some symptoms of a heart attack are subtle and can be mistaken for indigestion.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Bozeman Town Hall Meeting|Mixed|True
AriZona changed its "Southern Style Sweet Tea" label after consumers complained that it depicted offensive images.|True|True
The Sears website briefly offered a "body part roaster" grill for cooking babies.|True|True
ObamaCare and Me – Dr. Zane Pollard|Mixed|False
Cash for Clunkers|Mixed|True
Euthanasia Counseling|Mixed|False
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Puppy with Heart-Shaped Marking|Mixed|True
Handgun Safety and Registration Act|Mixed|False
Statistics demonstrate that "Islam will overwhelm Christendom unless Christians recognize the demographic realities and begin reproducing again."|Mixed|False
New U.S. Constitutional Currency|Mixed|Mixed
President Obama at National Naval Hospital|Mixed|True
Wendy’s Coupon|Mixed|Mixed
E-mailed list features Dave Barry's "16 Things It Took Me Over 50+ Years to Learn."|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Ben Stein – We’ve Figured Him Out|Mixed|False
Obama to Sell B-2 Bomber Blueprints to China to Pay Off Debt|Mixed|Mixed
What a Great Idea – U.S. Presidency Outsourced to India|Mixed|Mixed
Barack Obama’s Parking Tickets|Mixed|False
A new Facebook policy allows advertisers to use members' pictures without permission.|Mixed|Mixed
The ACLU sought to have a cross removed from the Mojave National Preserve in California.|True|True
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Applebee’s Gift Certificates|Mixed|Mixed
Missing Child: Victoria Stafford|Mixed|Mixed
Michael Jackson at 40|Mixed|False
A video clip shows a 'Russia's Got Talent' contestant accidentally shooting his partner in the head with an arrow.|False|True
Barack Obama’s Passport|Mixed|False
Tiger Woods Inaugural Speech|Mixed|True
Ben Stein – How Can Someone Who Lives in Insane Luxury Be a Star in Today’s World?|Mixed|Mixed
Michelle Obama London Sightseeing|Mixed|Mixed
Sonia Sotomayor|Mixed|Mixed
Do Videos Show Magnets Sticking to People’s Arms After COVID-19 Vaccine?|False|False
Are People Hoarding Gas in Plastic Bags During the Shortage?|Mixed|Mixed
Did Netanyahu Give This Speech to Hamas?|False|False
Did 124 Retired Admirals and Generals Sign Letter Questioning 2020 Election?|Mixed|Mixed
Does Putting a Ziplock Bag Over a Car Mirror Have a Legitimate Purpose?|True|True
Obama Apologizes for Declaration of Independence|Mixed|True
Who Is Barack Obama?|Mixed|False
Jordan Chandler admitted that he lied about having been sexually molested by Michael Jackson.|False|False
Smokey Is the Bandit|Mixed|False
FALSE: Barack Obama with Upside-Down Telephone|Mixed|True
Barack Obama in Afghanistan|Mixed|False
Air Force One|Mixed|False
A list circulating online contains 50 false statements by President Barack Obama|Mixed|Mixed
A Russian company is offering luxury yacht cruises along the Somali coast which provide passengers with the opportunity to shoot pirates.|False|Mixed
